Special Number,Month,Season,Total Weight,Recycle,Non-Recycle,Blue Net,Latitude,Longitude,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region
199,10,Fall,9,1,8,0,35.183819,24.228658,South,E,2.0,Sand,12963,437,1,0,14. ΚΡΗΤΗ
200,10,Fall,0,0,0,0,35.180358,24.232961,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
201,10,Fall,0,0,0,0,5.183133,24.243517,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
202,10,Fall,0,0,0,0,35.183417,24.247403,South,E,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
203,10,Fall,9,0,9,0,35.180656,24.256611,South,E,2.0,Sand,2673,158,0,0,14. ΚΡΗΤΗ
204,10,Fall,0,0,0,0,35.180489,24.262639,South,E,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
205,10,Fall,41,2,39,0,35.179803,24.266628,South,E,2.0,Mixed,4321,274,1,1,14. ΚΡΗΤΗ
206,10,Fall,0,0,0,0,35.179858,24.270742,South,E,2.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
207,10,Fall,48,1,47,0,35.178189,24.278053,South,E,2.0,Mixed,825,61,1,0,14. ΚΡΗΤΗ
208,10,Fall,0,0,0,0,35.179614,24.2915,South,E,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
209,10,Fall,0,0,0,0,35.182003,24.297433,South,E,2.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
210,10,Fall,0,0,0,0,35.185697,24.305597,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
211,10,Fall,0,0,0,0,35.186683,24.309453,South,E,2.0,Pebbles,1,1,1,0,14. ΚΡΗΤΗ
212,10,Fall,0,0,0,0,35.187236,24.315458,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
213,10,Fall,65,2,63,0,35.189192,24.322508,South,E,2.0,Pebbles,2047,221,1,0,14. ΚΡΗΤΗ
214,10,Fall,0,0,0,0,35.184217,24.353989,South,E,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
215,10,Fall,24,5,19,0,35.187894,24.358,South,E,2.0,Pebbles,2988,179,0,0,14. ΚΡΗΤΗ
216,10,Fall,0,0,0,0,35.192203,24.372714,South,E,2.0,Sand,1,1,0,1,14. ΚΡΗΤΗ
217,10,Fall,0,0,0,0,35.192728,24.377178,South,E,2.0,Rocky,1,1,0,0,14. ΚΡΗΤΗ
218,10,Fall,12,0,12,0,35.19345,24.386336,South,E,2.0,Mixed,595,68,1,0,14. ΚΡΗΤΗ
219,10,Fall,5,2,3,0,35.190411,24.393556,South,E,2.0,Sand,1492,123,1,1,14. ΚΡΗΤΗ
220,10,Fall,0,0,0,0,35.152525,24.473789,South,E,2.0,Sand,1,1,0,1,14. ΚΡΗΤΗ
221,10,Fall,30,3,27,0,35.152022,24.484231,South,E,2.0,Mixed,1260,210,1,0,14. ΚΡΗΤΗ
222,10,Fall,168,7,161,0,35.149314,24.494558,South,E,2.0,Mixed,2439,209,1,0,14. ΚΡΗΤΗ
223,11,Fall,0,0,0,0,35.148878,24.499411,South,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
224,11,Fall,8,1,7,0,35.146494,24.505675,South,NW,2.0,Mixed,3060,281,1,0,14. ΚΡΗΤΗ
225,11,Fall,0,0,0,0,35.144733,24.509631,South,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
226,11,Fall,70,1,69,0,35.144792,24.513589,South,NW,2.0,Mixed,105,17,1,1,14. ΚΡΗΤΗ
227,11,Fall,9,1,8,0,35.144494,24.517889,South,NW,2.0,Mixed,5042,294,1,1,14. ΚΡΗΤΗ
228,11,Fall,7,1,6,0,35.141672,24.52295,South,NW,2.0,Sand,516,82,1,1,14. ΚΡΗΤΗ
229,11,Fall,0,0,0,0,35.139131,24.525725,South,NW,2.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
230,11,Fall,0,0,0,0,35.133489,24.532967,South,NW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
231,11,Fall,0,0,0,0,35.121283,24.544875,South,NW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
232,11,Fall,23,5,18,0,35.103447,24.560553,South,NW,2.0,Sand,20311,1069,1,1,14. ΚΡΗΤΗ
233,11,Fall,10,0,10,0,35.098856,24.595639,South,NW,2.0,Pebbles,1218,121,1,0,14. ΚΡΗΤΗ
234,11,Fall,0,0,0,0,35.097244,24.651683,South,E,2.0,Rocky,1,1,1,0,14. ΚΡΗΤΗ
235,11,Fall,0,0,0,0,35.096856,24.656914,South,E,2.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
236,11,Fall,74,1,73,0,35.097389,24.676797,South,E,2.0,Pebbles,586,105,0,0,14. ΚΡΗΤΗ
237,11,Fall,146,5,141,0,35.095919,24.701533,South,E,2.0,Pebbles,3441,1147,0,0,14. ΚΡΗΤΗ
238,11,Fall,428,10,418,0,35.092878,24.720292,South,E,2.0,Pebbles,990,198,0,0,14. ΚΡΗΤΗ
239,11,Fall,718,30,688,0,35.086506,24.731997,South,E,2.0,Mixed,16321,2490,1,0,14. ΚΡΗΤΗ
240,11,Fall,0,0,0,0,34.929492,24.8003,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
241,11,Fall,64,0,64,0,34.935022,24.807158,South,E,2.0,Mixed,33036,1020,1,1,14. ΚΡΗΤΗ
242,11,Fall,108,0,108,0,34.938436,24.816508,South,E,2.0,Mixed,4135,244,0,0,14. ΚΡΗΤΗ
243,11,Fall,174,6,168,0,34.938867,24.823344,South,E,2.0,Mixed,2594,252,0,0,14. ΚΡΗΤΗ
244,11,Fall,8,1,7,0,34.939319,24.826858,South,E,2.0,Mixed,13941,504,1,1,14. ΚΡΗΤΗ
245,11,Fall,8,2,6,0,34.939892,24.833594,South,E,2.0,Mixed,1860,140,1,0,14. ΚΡΗΤΗ
246,11,Fall,9,1,8,0,34.940517,24.835767,South,E,2.0,Mixed,2510,130,0,0,14. ΚΡΗΤΗ
247,11,Fall,39,5,34,0,34.940994,24.840647,South,E,2.0,Mixed,4080,256,0,0,14. ΚΡΗΤΗ
248,11,Fall,72,5,67,0,34.940572,24.846108,South,E,2.0,Mixed,1471,49,1,0,14. ΚΡΗΤΗ
249,11,Fall,129,29,100,0,34.939581,24.855689,South,E,2.0,Mixed,648,177,0,0,14. ΚΡΗΤΗ
250,11,Fall,105,7,98,0,34.938336,24.861169,South,E,2.0,Mixed,10458,411,1,1,14. ΚΡΗΤΗ
251,11,Fall,81,4,77,0,34.936033,24.873261,South,E,2.0,Mixed,7714,405,0,0,14. ΚΡΗΤΗ
252,11,Fall,70,0,70,0,34.933886,24.883697,South,E,2.0,Pebbles,3160,136,0,0,14. ΚΡΗΤΗ
253,11,Fall,0,0,0,0,34.930283,24.892686,South,E,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
254,11,Fall,0,0,0,0,34.928586,24.916181,South,E,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
255,11,Fall,0,0,0,0,34.932836,24.940422,South,SE,3.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
256,11,Fall,0,0,0,0,34.932875,24.948436,South,SE,3.0,Rocky,1,1,0,0,14. ΚΡΗΤΗ
257,11,Fall,9,0,9,0,34.933722,24.951072,South,SE,3.0,Mixed,1831,121,1,0,14. ΚΡΗΤΗ
258,11,Fall,0,0,0,0,34.933025,24.9531,South,SE,3.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
259,11,Fall,0,0,0,0,34.926528,24.960153,South,SE,3.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
260,11,Fall,0,0,0,0,34.931831,24.966392,South,SE,3.0,Pebbles,1,1,0,0,14. ΚΡΗΤΗ
261,11,Fall,5,5,0,0,34.934444,24.982261,South,SE,3.0,Mixed,14740,440,1,1,14. ΚΡΗΤΗ
262,11,Fall,0,0,0,0,34.933569,24.995347,South,SE,3.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
263,11,Fall,0,0,0,0,34.933381,25.001925,South,SE,3.0,Pebbles,1,1,0,0,14. ΚΡΗΤΗ
264,11,Fall,0,0,0,0,34.932608,25.006606,South,SE,3.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
265,11,Fall,4,1,3,0,34.934256,25.017917,South,SE,3.0,Pebbles,829,31,0,0,14. ΚΡΗΤΗ
266,11,Fall,6,1,5,0,34.936308,25.021331,South,SE,3.0,Mixed,3041,186,0,0,14. ΚΡΗΤΗ
267,11,Fall,62,1,61,0,34.941628,25.050753,South,SE,3.0,Pebbles,2400,125,1,1,14. ΚΡΗΤΗ
268,11,Fall,0,0,0,0,34.941247,25.053181,South,SE,3.0,Rocky,1,1,1,1,14. ΚΡΗΤΗ
269,11,Fall,9,0,9,0,34.941947,25.056822,South,SE,3.0,Sand,6252,228,1,0,14. ΚΡΗΤΗ
270,11,Fall,0,0,0,0,34.941444,25.068283,South,SE,3.0,Rocky,1,1,0,0,14. ΚΡΗΤΗ
271,11,Fall,0,0,0,0,34.937778,25.085953,South,SE,3.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
272,11,Fall,0,0,0,0,34.939394,25.088808,South,SE,3.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
273,11,Fall,9,1,8,0,34.948061,25.119172,South,S,2.0,Sand,858,122,0,0,14. ΚΡΗΤΗ
274,11,Fall,7,1,6,0,34.951092,25.128633,South,S,2.0,Pebbles,671,34,1,0,14. ΚΡΗΤΗ
275,11,Fall,14,2,12,0,34.952567,25.133067,South,S,2.0,Mixed,13101,363,1,0,14. ΚΡΗΤΗ
276,11,Fall,0,0,0,0,34.953572,25.136883,South,S,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
277,11,Fall,12,1,11,0,34.953825,25.141411,South,S,2.0,Sand,6985,289,1,0,14. ΚΡΗΤΗ
278,11,Fall,8,1,7,0,34.954983,25.148628,South,S,2.0,Mixed,3741,227,1,0,14. ΚΡΗΤΗ
279,11,Fall,10,1,9,0,34.955928,25.159528,South,S,2.0,Mixed,482,41,0,0,14. ΚΡΗΤΗ
280,11,Fall,8,0,8,0,34.956542,25.162269,South,S,2.0,Mixed,1012,73,0,0,14. ΚΡΗΤΗ
281,11,Fall,8,1,7,0,34.953775,25.177472,South,S,2.0,Pebbles,2054,59,0,0,14. ΚΡΗΤΗ
282,11,Fall,9,3,6,0,34.953786,25.188133,South,S,2.0,Mixed,2160,88,0,0,14. ΚΡΗΤΗ
283,11,Fall,83,5,78,0,34.959694,25.243647,South,S,2.0,Mixed,1432,92,0,0,14. ΚΡΗΤΗ
284,11,Fall,9,1,8,0,34.959806,25.247814,South,S,3.0,Mixed,648,52,0,0,14. ΚΡΗΤΗ
285,11,Fall,0,0,0,0,34.964192,25.254972,South,S,3.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
286,11,Fall,0,0,0,0,34.965344,25.256542,South,S,3.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
287,11,Fall,7,1,6,0,34.974569,25.273208,South,S,3.0,Pebbles,208,29,0,0,14. ΚΡΗΤΗ
288,11,Fall,10,2,8,0,34.976531,25.273725,South,S,3.0,Pebbles,3213,161,1,1,14. ΚΡΗΤΗ
289,11,Fall,9,2,7,0,34.984064,25.281875,South,S,3.0,Mixed,13759,418,1,1,14. ΚΡΗΤΗ
290,11,Fall,30,1,29,0,34.986083,25.29115,South,S,3.0,Sand,4385,330,1,1,14. ΚΡΗΤΗ
291,11,Fall,9,1,8,0,34.985494,25.299092,South,S,3.0,Mixed,17188,682,1,1,14. ΚΡΗΤΗ
292,11,Fall,10,1,9,0,34.983461,25.306839,South,S,3.0,Mixed,2460,820,0,0,14. ΚΡΗΤΗ
293,11,Fall,305,20,285,0,34.983231,25.3229,South,S,3.0,Mixed,22118,536,1,0,14. ΚΡΗΤΗ
294,11,Fall,261,15,246,0,34.988086,25.340497,South,S,3.0,Pebbles,11460,1146,1,0,14. ΚΡΗΤΗ
295,11,Fall,0,0,0,0,34.990044,25.35385,South,S,3.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
296,11,Fall,78,3,75,0,34.993606,25.360528,South,S,3.0,Mixed,1545,309,0,0,14. ΚΡΗΤΗ
297,11,Fall,0,0,0,0,34.99595,25.365864,South,S,3.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
298,11,Fall,33,5,28,0,34.996203,25.394803,South,SW,2.0,Pebbles,6800,675,1,0,14. ΚΡΗΤΗ
299,11,Fall,43,7,36,0,34.992011,25.405192,South,SW,2.0,Mixed,19974,793,1,0,14. ΚΡΗΤΗ
300,11,Fall,49,8,41,0,34.987733,25.415139,South,SW,2.0,Mixed,7459,575,0,0,14. ΚΡΗΤΗ
301,11,Fall,29,3,26,0,34.989378,25.427164,South,SW,2.0,Sand,11690,486,1,0,14. ΚΡΗΤΗ
302,11,Fall,56,3,53,0,34.990639,25.441008,South,SW,2.0,Mixed,4448,443,1,0,14. ΚΡΗΤΗ
303,11,Fall,0,0,0,0,34.991256,25.452697,South,SW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
304,11,Fall,13,3,10,0,34.98525,25.483908,South,SW,2.0,Mixed,6014,369,1,0,14. ΚΡΗΤΗ
305,11,Fall,16,6,10,0,34.984531,25.497244,South,SW,2.0,Sand,23306,700,1,0,14. ΚΡΗΤΗ
306,11,Fall,31,3,28,0,34.991169,25.524836,South,NW,2.0,Mixed,26194,849,1,0,14. ΚΡΗΤΗ
307,11,Fall,29,2,27,0,34.990644,25.536064,South,NW,2.0,Mixed,26406,1110,1,1,14. ΚΡΗΤΗ
308,11,Fall,47,7,40,0,34.995367,25.555061,South,NW,2.0,Pebbles,3978,378,1,0,14. ΚΡΗΤΗ
309,11,Fall,52,5,47,0,34.997542,25.568567,South,NW,2.0,Mixed,11686,477,1,0,14. ΚΡΗΤΗ
310,11,Fall,0,0,0,0,35.003311,25.583942,South,NW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
311,11,Fall,471,20,451,0,35.006522,25.605092,South,NW,2.0,Mixed,4139,454,1,1,14. ΚΡΗΤΗ
312,11,Fall,0,0,0,0,34.876428,25.722958,North,SW,3.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
313,11,Fall,51,5,46,0,34.875386,25.707817,North,SW,3.0,Sand,30867,1135,0,0,14. ΚΡΗΤΗ
314,11,Fall,49,6,43,0,34.875581,25.702678,North,SW,3.0,Sand,3521,503,0,0,14. ΚΡΗΤΗ
315,11,Fall,36,5,31,0,34.878814,25.699067,North,SW,3.0,Sand,690,94,0,0,14. ΚΡΗΤΗ
316,11,Fall,43,8,35,0,34.875886,25.681906,North,SW,3.0,Mixed,5276,232,0,0,14. ΚΡΗΤΗ
317,11,Fall,0,0,0,0,34.872678,25.723333,South,SW,3.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
318,11,Fall,0,0,0,0,34.873053,25.725997,South,SW,3.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
319,11,Fall,156,10,146,0,34.874214,25.729578,South,SW,3.0,Sand,3080,385,0,0,14. ΚΡΗΤΗ
320,11,Fall,43,4,39,0,34.876614,25.731089,East,SW,3.0,Sand,1068,356,0,0,14. ΚΡΗΤΗ
321,11,Fall,0,0,0,0,35.032458,25.994714,South,E,5.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
322,11,Fall,32,1,31,0,35.026794,26.001161,South,E,5.0,Sand,42849,871,1,0,14. ΚΡΗΤΗ
323,11,Fall,18,0,18,0,35.021219,26.001736,South,E,5.0,Sand,267,24,1,0,14. ΚΡΗΤΗ
324,11,Fall,0,0,0,0,35.021125,26.00955,South,E,5.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
325,11,Fall,0,0,0,0,35.021428,26.015128,South,E,5.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
326,11,Fall,10,2,8,0,35.020358,26.077853,South,SE,5.0,Mixed,198,62,1,0,14. ΚΡΗΤΗ
327,11,Fall,0,0,0,0,35.019981,26.078778,South,SE,5.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
328,11,Fall,10,1,9,0,35.017792,26.087806,South,SE,5.0,Mixed,3150,300,1,0,14. ΚΡΗΤΗ
329,11,Fall,16,2,14,0,35.016414,26.088442,South,SE,5.0,Pebbles,262,52,1,0,14. ΚΡΗΤΗ
330,11,Fall,13,1,12,0,35.012722,26.092639,South,SE,5.0,Mixed,6483,398,1,1,14. ΚΡΗΤΗ
331,11,Fall,71,4,67,0,35.009036,26.096047,South,SE,5.0,Sand,4429,215,1,1,14. ΚΡΗΤΗ
332,11,Fall,24,3,21,0,34.944747,26.143556,North,SE,5.0,Sand,1761,105,0,0,14. ΚΡΗΤΗ
333,11,Fall,0,0,0,0,34.945308,26.140703,North,SE,5.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
334,11,Fall,119,7,112,0,34.949622,26.133661,North,SE,5.0,Mixed,1232,98,0,0,14. ΚΡΗΤΗ
335,11,Fall,18,2,16,0,34.947842,26.129314,North,SE,5.0,Sand,7792,171,0,0,14. ΚΡΗΤΗ
336,11,Fall,242,3,239,0,35.038356,26.231394,East,W,2.0,Sand,1175,108,1,0,14. ΚΡΗΤΗ
337,11,Fall,195,2,193,0,35.039325,26.232325,East,W,2.0,Sand,715,60,1,0,14. ΚΡΗΤΗ
338,11,Fall,218,2,216,0,35.040519,26.23295,East,W,2.0,Sand,3343,107,1,1,14. ΚΡΗΤΗ
339,11,Fall,165,3,162,0,35.041736,26.233836,East,W,2.0,Sand,1415,94,1,1,14. ΚΡΗΤΗ
340,11,Fall,9,0,9,0,35.044783,26.235661,East,W,2.0,Sand,958,72,1,0,14. ΚΡΗΤΗ
341,11,Fall,0,0,0,0,35.048933,26.238486,East,W,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
342,11,Fall,0,0,0,0,35.053864,26.242786,East,W,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
343,11,Fall,0,0,0,0,35.057386,26.243422,East,W,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
344,11,Fall,0,0,0,0,35.028161,26.2089,East,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
345,11,Fall,0,0,0,0,35.030489,26.210231,East,NW,2.0,Pebbles,1,1,1,0,14. ΚΡΗΤΗ
346,11,Fall,0,0,0,0,35.031325,26.211047,East,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
347,11,Fall,0,0,0,0,35.035981,26.218489,East,NW,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
348,11,Fall,0,0,0,0,35.036719,26.223047,East,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
349,11,Fall,0,0,0,0,35.0967,26.263256,East,NW,4.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
350,11,Fall,0,0,0,0,35.14585,26.276042,East,NW,4.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
351,11,Fall,0,0,0,0,35.151358,26.275722,East,NW,4.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
352,11,Fall,30,1,29,0,35.167033,26.279497,East,NW,4.0,Pebbles,919,52,0,0,14. ΚΡΗΤΗ
353,11,Fall,0,0,0,0,35.169239,26.281325,East,NW,4.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
354,11,Fall,13,1,12,0,35.169908,26.283808,East,NW,4.0,Pebbles,427,45,0,0,14. ΚΡΗΤΗ
355,11,Fall,135,1,134,0,35.186972,26.304686,East,NW,4.0,Mixed,870,101,1,0,14. ΚΡΗΤΗ
356,11,Fall,0,0,0,0,35.188517,26.296219,East,NW,4.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
357,11,Fall,0,0,0,0,35.195072,26.278911,East,NW,4.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
358,11,Fall,0,0,0,0,35.197719,26.276972,East,NW,4.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
359,11,Fall,0,0,0,0,35.208817,26.268236,East,NW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
360,11,Fall,0,0,0,0,35.221489,26.273319,East,NW,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
361,11,Fall,0,0,0,0,35.229381,26.273019,East,NW,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
362,11,Fall,0,0,0,0,35.230367,26.274172,East,NW,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
363,11,Fall,0,0,0,0,35.251344,26.267242,East,NW,2.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
364,11,Fall,0,0,0,0,35.254564,26.264967,East,NW,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
365,11,Fall,0,0,0,0,35.257606,26.264983,East,NW,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
366,11,Fall,0,0,0,0,35.259636,26.265244,East,NW,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
367,11,Fall,0,0,0,0,35.26205,26.26385,East,NW,2.0,Sand,1,1,0,0,14. ΚΡΗΤΗ
368,11,Fall,0,0,0,0,35.266361,26.263056,East,NW,2.0,Sand,1,1,1,0,14. ΚΡΗΤΗ
369,11,Fall,0,0,0,0,35.314453,26.311189,North,NW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
370,11,Fall,1287,24,1263,0,35.211903,26.186231,North,SE,3.0,Mixed,9534,603,1,1,14. ΚΡΗΤΗ
371,11,Fall,770,15,755,0,35.210069,26.179417,North,SE,3.0,Mixed,1200,121,1,0,14. ΚΡΗΤΗ
372,11,Fall,270,34,236,0,35.208269,26.176806,North,SW,5.0,Pebbles,910,132,1,0,14. ΚΡΗΤΗ
373,11,Fall,68,11,57,0,35.207867,26.174078,North,SW,5.0,Pebbles,1392,101,0,0,14. ΚΡΗΤΗ
374,11,Fall,116,10,106,0,35.206033,26.173264,North,SW,5.0,Pebbles,75,50,0,0,14. ΚΡΗΤΗ
375,11,Fall,9,1,8,0,35.203386,26.171644,North,SW,5.0,Pebbles,265,47,0,0,14. ΚΡΗΤΗ
376,11,Fall,83,4,79,0,35.198933,26.162733,North,SW,5.0,Pebbles,1632,162,1,0,14. ΚΡΗΤΗ
377,11,Fall,279,19,260,0,35.197103,26.152928,North,SW,5.0,Pebbles,254,136,1,0,14. ΚΡΗΤΗ
378,11,Fall,77,1,76,0,35.271714,26.253333,North,NW,2.0,Pebbles,1536,80,1,0,14. ΚΡΗΤΗ
379,11,Fall,92,2,90,0,35.25755,26.224897,North,NW,2.0,Mixed,1285,59,1,0,14. ΚΡΗΤΗ
380,11,Fall,807,7,800,0,35.25635,26.226542,North,NW,2.0,Sand,2476,82,0,0,14. ΚΡΗΤΗ
381,11,Fall,41,4,37,0,35.195769,26.150789,North,W,2.0,Pebbles,167,35,1,1,14. ΚΡΗΤΗ
382,11,Fall,230,12,218,0,35.195772,26.145403,North,W,2.0,Pebbles,3219,314,1,1,14. ΚΡΗΤΗ
383,11,Fall,52,3,49,0,35.195425,26.138592,North,W,2.0,Pebbles,5650,366,1,0,14. ΚΡΗΤΗ
384,11,Fall,39,2,37,0,35.197081,26.131678,North,W,2.0,Pebbles,2497,260,1,0,14. ΚΡΗΤΗ
385,11,Fall,0,0,0,0,35.199442,26.123089,North,W,2.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
386,11,Fall,0,0,0,0,35.204836,26.109497,North,W,2.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
387,11,Fall,8,1,7,0,35.219686,26.069347,North,SW,2.0,Pebbles,1060,77,1,0,14. ΚΡΗΤΗ
388,11,Fall,0,0,0,0,35.221236,26.067028,North,SW,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
389,11,Fall,0,0,0,0,35.227178,26.060931,North,SW,2.0,Rocky,1,1,1,0,14. ΚΡΗΤΗ
390,11,Fall,0,0,0,0,35.230158,26.059131,North,SW,2.0,Rocky,1,1,1,0,14. ΚΡΗΤΗ
391,11,Fall,9,1,8,0,35.225306,26.039756,North,SW,2.0,Pebbles,2151,406,1,0,14. ΚΡΗΤΗ
392,11,Fall,58,2,56,0,35.227358,26.037622,North,SW,2.0,Pebbles,84,18,1,0,14. ΚΡΗΤΗ
393,11,Fall,141,2,139,0,35.230303,26.035372,North,SW,2.0,Pebbles,1276,100,1,0,14. ΚΡΗΤΗ
394,11,Fall,79,8,71,0,35.179706,25.938053,North,S,5.0,Pebbles,811,125,0,0,14. ΚΡΗΤΗ
395,11,Fall,9,1,8,0,35.179325,25.931031,North,S,5.0,Pebbles,5622,556,1,0,14. ΚΡΗΤΗ
396,11,Fall,165,9,156,0,35.180119,25.925125,North,S,5.0,Pebbles,2003,79,1,0,14. ΚΡΗΤΗ
397,11,Fall,0,0,0,0,35.178983,25.920086,North,S,5.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
398,11,Fall,0,0,0,0,35.179806,25.915589,North,S,5.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
399,11,Fall,8,1,7,0,35.173383,25.895533,North,S,4.0,Sand,83,43,0,0,14. ΚΡΗΤΗ
400,11,Fall,29,3,26,0,35.151867,25.861928,North,S,4.0,Pebbles,5795,332,1,1,14. ΚΡΗΤΗ
401,11,Fall,485,12,473,0,35.109564,25.80775,North,S,4.0,Pebbles,14909,1870,1,1,14. ΚΡΗΤΗ
402,11,Fall,0,0,0,0,35.125833,25.746961,North,NW,4.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
403,11,Fall,0,0,0,0,35.125472,25.743181,North,NW,4.0,Mixed,1,1,1,1,14. ΚΡΗΤΗ
404,11,Fall,0,0,0,0,35.126717,25.733225,North,NW,4.0,Sand,1,1,1,1,14. ΚΡΗΤΗ
405,11,Fall,9,1,8,0,35.129875,25.726553,North,NW,4.0,Pebbles,6540,654,1,0,14. ΚΡΗΤΗ
406,11,Fall,8,1,7,0,35.198011,25.728614,North,NW,4.0,Pebbles,43,15,0,0,14. ΚΡΗΤΗ
407,11,Fall,0,0,0,0,35.302183,25.726764,North,W,2.0,Pebbles,1,1,1,1,14. ΚΡΗΤΗ
408,11,Fall,0,0,0,0,35.335647,25.768319,North,W,2.0,Rocky,1,1,0,0,14. ΚΡΗΤΗ
409,11,Fall,0,0,0,0,35.337253,25.730297,North,W,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
410,11,Fall,184,9,175,0,35.339108,25.72465,North,W,2.0,Pebbles,1126,129,0,0,14. ΚΡΗΤΗ
411,11,Fall,0,0,0,0,35.337894,25.718669,North,W,2.0,Mixed,1,1,1,0,14. ΚΡΗΤΗ
412,11,Fall,0,0,0,0,35.338556,25.716919,North,W,2.0,Pebbles,1,1,1,0,14. ΚΡΗΤΗ
413,11,Fall,0,0,0,0,35.340103,25.763467,North,W,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
414,11,Fall,141,1,140,0,35.335786,25.753042,North,W,2.0,Mixed,241,37,0,0,14. ΚΡΗΤΗ
415,11,Fall,0,0,0,0,35.335686,25.750978,North,W,2.0,Mixed,1,1,0,0,14. ΚΡΗΤΗ
416,11,Fall,0,0,0,0,35.338333,25.747208,North,W,2.0,Rocky,1,1,1,0,14. ΚΡΗΤΗ
417,11,Fall,0,0,0,0,35.336503,25.695239,North,W,2.0,Pebbles,1,1,0,0,14. ΚΡΗΤΗ
418,11,Fall,7,1,6,0,35.336319,25.687669,North,W,2.0,Pebbles,91,30,0,0,14. ΚΡΗΤΗ
419,11,Fall,8,1,7,0,35.337353,25.685664,North,W,2.0,Pebbles,1172,121,0,0,14. ΚΡΗΤΗ
