Days of Operations,Special Number,Date,Beaches,Name of Beach,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,Sediment,WidthLength,Coastline of Clean Beach,Coastline cleaned,Finds/Comments,Beaches complete,Beaches check clean,Road Network,Tourist Business,source_file,source_row,Region,site_id,Month,Season,Latitude,Longitude,WindDirection,WindSpeed
,58.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΑΛΥΓΑΡΙΆ ΚΆΜΠΟΣ,0.0,0.0,0.0,0.0,"36°51'18.60""N, 25°32'4.38""E",South,Sand,,88.0,,,0.0,1.0,1,0,Typhoon1,94,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,58,9,Fall,36.855167,25.53455,NE,4.0
,59.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 4,,0.0,0.0,0.0,0.0,"36°51'26.93""N, 25°31'52.63""E",South,Rocky,,34.0,,,0.0,1.0,0,0,Typhoon1,95,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,59,9,Fall,36.857481,25.531286,NE,4.0
,60.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΈΤΡΟΣ,0.0,0.0,0.0,0.0,"36°51'32.81""N, 25°31'32.69""E",South,Sand,,63.0,,,0.0,1.0,0,0,Typhoon1,96,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,60,9,Fall,36.859114,25.525747,NE,4.0
,61.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 6,,0.0,0.0,0.0,0.0,"36°51'24.32""N, 25°31'25.68""E",South,Mixed,,75.0,,,0.0,1.0,0,0,Typhoon1,97,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,61,9,Fall,36.856756,25.5238,NE,4.0
,62.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΆΗ ΒΑΣΊΛΗΣ,0.0,0.0,0.0,0.0,"36°51'15.39""N, 25°31'21.38""E",South,Sand,,202.0,,,0.0,1.0,0,0,Typhoon1,98,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,62,9,Fall,36.854275,25.522606,NE,4.0
,63.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 8,,0.0,0.0,0.0,0.0,"36°51'16.49""N, 25°31'16.96""E",South,Sand,,25.0,,,0.0,1.0,0,0,Typhoon1,99,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,63,9,Fall,36.854581,25.521378,NE,4.0
,64.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 9,ΠΑΡΑΛΊΑ ΛΙΌΛΙΟΥ,0.0,0.0,0.0,0.0,"36°51'25.12""N, 25°32'14.50""E",East,Sand,,76.0,,,0.0,1.0,1,0,Typhoon1,100,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,64,9,Fall,36.856978,25.537361,NE,4.0
,65.0,2019-09-22,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 10,ΠΑΡΑΛΊΑ ΜΠΑΖΑΊΟΥ,0.0,0.0,0.0,0.0,"36°51'39.23""N, 25°32'8.77""E",East,Mixed,,132.0,,,0.0,1.0,1,0,Typhoon1,101,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,65,9,Fall,36.860897,25.535769,NE,4.0
38,66.0,2019-09-23,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 11,ΠΑΡΑΛΊΑ ΓΕΡΟΛΙΜΝΙΏΝΑΣ,226.0,0.0,226.0,0.0,"36°53'8.60""N, 25°30'46.02""E",North,Sand,393.0,,25.0,,1.0,0.0,0,0,Typhoon1,102,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,66,9,Fall,36.885722,25.512783,NW,2.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,103,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,105,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,,,,,,,
39,67.0,2019-09-24,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΝΕΡΌ,0.0,0.0,0.0,0.0,"36°54'9.22""N, 25°34'23.31""E",South,Mixed,,465.0,,,0.0,1.0,0,0,Typhoon1,107,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,67,9,Fall,36.902561,25.573142,W,2.0
,68.0,2019-09-24,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 2,ΠΑΡΑΛΊΑ ΔΈΤΗΣ,10.0,0.0,10.0,0.0,"36°54'43.09""N, 25°34'49.88""E",South,Pebbles,1206.0,,86.0,,1.0,0.0,0,0,Typhoon1,108,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,68,9,Fall,36.911969,25.580522,W,2.0
,69.0,2019-09-24,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΝΕΡΌ,0.0,0.0,0.0,0.0,"36°54'47.43""N, 25°34'59.61""E",South,Mixed,,35.0,,,0.0,1.0,0,0,Typhoon1,109,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,69,9,Fall,36.913175,25.583225,W,2.0
,70.0,2019-09-24,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 4,ΠΑΡΑΛΊΑ ΛΆΚΚΟΙ,0.0,0.0,0.0,0.0,"36°54'48.45""N, 25°35'23.43""E",South,Pebbles,,44.0,,,0.0,1.0,0,0,Typhoon1,110,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,70,9,Fall,36.913458,25.589842,W,2.0
,71.0,2019-09-24,ΚΆΤΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΧΏΡΑΣ ΚΆΤΩ ΚΟΥΦΟΝΗΣΙΟΎ,0.0,0.0,0.0,0.0,"36°54'52.78""N, 25°35'32.76""E",South,Mixed,,106.0,,,0.0,1.0,0,0,Typhoon1,111,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,71,9,Fall,36.914661,25.592433,W,2.0
40,72.0,2019-09-25,ΆΝΩ ΚΟΥΦΟΝΉΣΙ ΠΑΡΑΛΊΑ 6,ΠΑΡΑΛΊΑ ΠΟΡΊ,19.0,0.0,19.0,0.0,"36°56'43.28""N, 25°37'13.90""E",East,Sand,5520.0,,690.0,,1.0,0.0,0,0,Typhoon1,112,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,72,9,Fall,36.945356,25.620528,NNE,4.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,113,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,115,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,,,,,,,
41,73.0,2019-09-26,ΔΟΝΟΎΣΑ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΛΙΒΆΔΙ,48.0,0.0,48.0,0.0,"37° 5'31.04""N, 25°49'21.04""E",South,Sand,1868.0,,122.0,,1.0,0.0,0,0,Typhoon1,117,ΔΟΝΟΥΣΑ,73,9,Fall,37.091956,25.822511,NW,2.0
,74.0,2019-09-26,ΔΟΝΟΎΣΑ ΠΑΡΑΛΊΑ 2,ΠΑΡΑΛΊΑ ΦΎΚΙΟ,0.0,0.0,0.0,0.0,"37° 5'27.08""N, 25°49'30.98""E",South,Mixed,,15.0,,,0.0,1.0,0,0,Typhoon1,118,ΔΟΝΟΥΣΑ,74,9,Fall,37.090856,25.825272,NW,2.0
42,75.0,2019-09-27,ΔΟΝΟΎΣΑ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΑΜΜΟΎΔΙ,845.0,0.0,845.0,0.0,"37° 6'46.49""N, 25°47'49.17""E",North,Mixed,2484.0,,160.0,,1.0,0.0,0,0,Typhoon1,119,ΔΟΝΟΥΣΑ,75,9,Fall,37.112914,25.796992,NW,2.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,120,ΔΟΝΟΥΣΑ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,122,ΔΟΝΟΥΣΑ,,,,,,,
43,76.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 1,,0.0,0.0,0.0,0.0,"36°20'56.76""N, 25°49'47.82""E",South,Rocky,,40.0,,,0.0,1.0,0,0,Typhoon1,124,ΑΝΑΦΗ,76,9,Fall,36.3491,25.82995,N,3.0
,77.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 2,,0.0,0.0,0.0,0.0,"36°21'13.72""N, 25°49'36.41""E",South,Pebbles,,42.0,,,0.0,1.0,0,0,Typhoon1,125,ΑΝΑΦΗ,77,9,Fall,36.353811,25.826781,N,3.0
,78.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΠΡΑΣΙΈΣ,0.0,0.0,0.0,0.0,"36°21'16.53""N, 25°49'27.90""E",South,Mixed,,226.0,,,0.0,1.0,0,0,Typhoon1,126,ΑΝΑΦΗ,78,9,Fall,36.354592,25.824417,N,3.0
,79.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 4,ΠΑΡΑΛΊΑ ΜΟΝΑΣΤΉΡΙ,0.0,0.0,0.0,0.0,"36°21'16.20""N, 25°49'14.94""E",South,Mixed,,91.0,,,0.0,1.0,0,0,Typhoon1,127,ΑΝΑΦΗ,79,9,Fall,36.3545,25.820817,N,3.0
,80.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΆΓΙΟΙ ΑΝΆΡΓΥΡΟΙ,0.0,0.0,0.0,0.0,"36°21'13.11""N, 25°49'0.94""E",South,Sand,,89.0,,,0.0,1.0,0,0,Typhoon1,128,ΑΝΑΦΗ,80,9,Fall,36.353642,25.816928,N,3.0
,81.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 6,ΠΑΡΑΛΊΑ ΜΈΓΑΣ ΠΟΤΑΜΌΣ,30.0,0.0,30.0,0.0,"36°21'7.62""N, 25°48'38.68""E",South,Sand,1183.0,,91.0,,1.0,0.0,0,1,Typhoon1,129,ΑΝΑΦΗ,81,9,Fall,36.352117,25.810744,N,3.0
,82.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΚΑΤΣΟΎΝΙ,25.0,0.0,25.0,0.0,"36°20'39.73""N, 25°46'51.02""E",South,Sand,1426.0,,101.0,,1.0,0.0,0,0,Typhoon1,130,ΑΝΑΦΗ,82,9,Fall,36.344369,25.780839,N,3.0
,83.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 8,ΠΑΡΑΛΊΑ ΚΛΕΙΣΊΔΙ,25.0,0.0,25.0,0.0,"36°20'40.92""N, 25°46'38.88""E",South,Sand,4353.0,,237.0,,1.0,0.0,0,0,Typhoon1,131,ΑΝΑΦΗ,83,9,Fall,36.3447,25.777467,N,3.0
,84.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 9,,20.0,0.0,20.0,0.0,"36°21'4.21""N, 25°45'5.61""E",South,Mixed,860.0,,99.0,,1.0,0.0,0,1,Typhoon1,132,ΑΝΑΦΗ,84,9,Fall,36.351169,25.751558,N,3.0
,85.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 10,,0.0,0.0,0.0,0.0,"36°22'24.30""N, 25°44'6.40""E",West,Rocky,,54.0,,,0.0,1.0,0,0,Typhoon1,133,ΑΝΑΦΗ,85,9,Fall,36.373417,25.735111,N,3.0
,86.0,2019-09-28,ΑΝΆΦΗ ΠΑΡΑΛΊΑ 11,ΠΑΡΑΛΊΑ ΛΙΒΌΣΚΟΠΟΣ,35.0,0.0,35.0,0.0,"36°23'42.44""N, 25°46'36.53""E",North,Sand,882.0,,71.0,,1.0,0.0,0,0,Typhoon1,134,ΑΝΑΦΗ,86,9,Fall,36.395122,25.776814,N,3.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,135,ΑΝΑΦΗ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,137,ΑΝΑΦΗ,,,,,,,
44,87.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΜΟΝΑΣΤΉΡΙ,0.0,0.0,0.0,0.0,"36°50'2.60""N, 25°54'46.19""E",South,Mixed,,69.0,,,0.0,1.0,0,0,Typhoon1,139,ΑΜΟΡΓΟΣ,87,9,Fall,36.834056,25.912831,NE,2.0
,88.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 2,,0.0,0.0,0.0,0.0,"36°49'41.33""N, 25°54'26.54""E",South,Rocky,,12.0,,,0.0,1.0,0,0,Typhoon1,140,ΑΜΟΡΓΟΣ,88,9,Fall,36.828147,25.907372,NE,2.0
,89.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΑΓΊΑΣ ΆΝΝΑΣ,175.0,0.0,175.0,0.0,"36°49'27.96""N, 25°54'21.16""E",South,Mixed,3272.0,,191.0,,1.0,0.0,1,1,Typhoon1,141,ΑΜΟΡΓΟΣ,89,9,Fall,36.824433,25.905878,NE,2.0
,90.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 4,ΠΑΡΑΛΊΑ ΜΟΥΡΌΣ,180.0,0.0,180.0,0.0,"36°47'10.54""N, 25°49'37.10""E",South,Sand,705.0,,90.0,,1.0,0.0,0,0,Typhoon1,142,ΑΜΟΡΓΟΣ,90,9,Fall,36.786261,25.826972,NE,2.0
,91.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΚΑΛΟΤΑΡΊΤΙΣΣΑ,200.0,0.0,200.0,0.0,"36°47'35.10""N, 25°44'35.55""E",North,Sand,6743.0,,145.0,,1.0,0.0,1,1,Typhoon1,143,ΑΜΟΡΓΟΣ,91,9,Fall,36.793083,25.743208,NE,2.0
,92.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 6,,0.0,0.0,0.0,0.0,"36°48'14.28""N,  25°44'54.77""E",South,Mixed,,34.0,,,0.0,1.0,0,0,Typhoon1,144,ΑΜΟΡΓΟΣ,92,9,Fall,36.803967,25.748547,NE,2.0
,93.0,2019-09-30,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΓΡΑΜΒΟΎΣΣΑΣ,92.0,0.0,92.0,0.0,"36°48'8.25""N, 25°44'46.94""E",South,Mixed,1343.0,,190.0,,1.0,0.0,0,0,Typhoon1,145,ΑΜΟΡΓΟΣ,93,9,Fall,36.802292,25.746372,NE,2.0
45,94.0,2019-10-01,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 8,ΠΑΡΑΛΊΑ ΚΆΤΩ ΚΆΜΠΟΣ,871.0,0.0,871.0,0.0,"36°48'21.06""N, 25°47'3.58""E",North,Pebbles,3829.0,,247.0,,1.0,0.0,0,0,Typhoon1,146,ΑΜΟΡΓΟΣ,94,10,Fall,36.80585,25.784328,NE,1.0
,95.0,2019-10-01,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 9,,0.0,0.0,0.0,0.0,"36°48'37.97""N, 25°47'33.12""E",North,Pebbles,,23.0,,,0.0,1.0,0,0,Typhoon1,147,ΑΜΟΡΓΟΣ,95,10,Fall,36.810547,25.792533,NE,1.0
,96.0,2019-10-01,ΑΜΟΡΓΌΣ ΠΑΡΑΛΊΑ 10,,220.0,0.0,220.0,0.0,"36°48'28.70""N, 25°48'0.52""E",North,Pebbles,80.0,,18.0,,1.0,0.0,0,0,Typhoon1,148,ΑΜΟΡΓΟΣ,96,10,Fall,36.807972,25.800144,NE,1.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,149,ΑΜΟΡΓΟΣ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,151,ΑΜΟΡΓΟΣ,,,,,,,
46,97.0,2019-10-02,ΣΊΚΙΝΟΣ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΜΆΛΤΑ,124.0,0.0,124.0,0.0,"36°42'31.15""N, 25°10'31.95""E",East,Mixed,492.0,,57.0,,1.0,0.0,0,0,Typhoon1,153,ΣΙΚΙΝΟΣ,97,10,Fall,36.708653,25.175542,S,1.0
,98.0,2019-10-02,ΣΊΚΙΝΟΣ ΠΑΡΑΛΊΑ 2,ΠΑΡΑΛΊΑ ΑΓΊΟΥ ΓΕΩΡΓΊΟΥ,0.0,0.0,0.0,0.0,"36°41'36.88""N, 25° 9'58.27""E",East,Sand,,119.0,,,0.0,1.0,1,1,Typhoon1,154,ΣΙΚΙΝΟΣ,98,10,Fall,36.693578,25.166186,S,1.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,155,ΣΙΚΙΝΟΣ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,157,ΣΙΚΙΝΟΣ,,,,,,,
47,99.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ,0.0,0.0,0.0,0.0,"36°39'51.09""N, 24°51'35.35""E",North,Sand,,135.0,,,0.0,1.0,1,1,Typhoon1,159,ΦΟΛΕΓΑΝΔΡΟΣ,99,10,Fall,36.664192,24.859819,SW,3.0
,100.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 2,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΙ,0.0,0.0,0.0,0.0,"36°38'11.17""N, 24°51'35.41""E",South,Sand,,60.0,,,0.0,1.0,0,0,Typhoon1,160,ΦΟΛΕΓΑΝΔΡΟΣ,100,10,Fall,36.636436,24.859836,SW,3.0
,101.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,0.0,0.0,0.0,0.0,"36°37'49.07""N, 24°53'4.25""E",South,Sand,,102.0,,,0.0,1.0,0,1,Typhoon1,161,ΦΟΛΕΓΑΝΔΡΟΣ,101,10,Fall,36.630297,24.884514,SW,3.0
,102.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 4,ΠΑΡΑΛΊΑ ΑΓΚΆΛΗ,0.0,0.0,0.0,0.0,"36°37'52.32""N, 24°53'37.75""E",South,Sand,,87.0,,,0.0,1.0,1,1,Typhoon1,162,ΦΟΛΕΓΑΝΔΡΟΣ,102,10,Fall,36.6312,24.893819,SW,3.0
,103.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ,0.0,0.0,0.0,0.0,"36°37'45.54""N, 24°53'42.71""E",South,Rocky,,28.0,,,0.0,1.0,0,0,Typhoon1,163,ΦΟΛΕΓΑΝΔΡΟΣ,103,10,Fall,36.629317,24.895197,SW,3.0
,104.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 6,ΠΑΡΑΛΊΑ ΦΗΡΆ,0.0,0.0,0.0,0.0,"36°37'42.20""N, 24°53'44.06""E",South,Mixed,,78.0,,,0.0,1.0,0,0,Typhoon1,164,ΦΟΛΕΓΑΝΔΡΟΣ,104,10,Fall,36.628389,24.895572,SW,3.0
,105.0,2019-10-03,ΦΟΛΈΓΑΝΔΡΟΣ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΚΆΤΕΡΓΟ,0.0,0.0,0.0,0.0,"36°35'41.82""N, 24°56'57.79""E",South,Mixed,,214.0,,,0.0,1.0,0,0,Typhoon1,165,ΦΟΛΕΓΑΝΔΡΟΣ,105,10,Fall,36.59495,24.949386,SW,3.0
,,,,,,,,,,,,,,,,,,,,Typhoon1,166,ΦΟΛΕΓΑΝΔΡΟΣ,,,,,,,
,,,,,,,,,,,,,,,,,,,,Typhoon1,168,ΦΟΛΕΓΑΝΔΡΟΣ,,,,,,,
48,106.0,2019-10-11,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 1,ΠΑΡΑΛΊΑ ΚΑΛΎΒΕΣ,0.0,0.0,0.0,0.0,"35°27'6.82""N, 24°10'32.90""E",North,Sand,,423.0,,,0.0,1.0,1,1,Typhoon1,170,ΚΡΗΤΗ,106,10,Fall,35.451894,24.175806,NE,2.0
,107.0,2019-10-11,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 2,ΠΑΡΑΛΊΑ ΚΕΡΆΣ,55.0,15.0,40.0,0.0,"35°27'2.72""N, 24°10'54.69""E",North,Pebbles,1168.0,,165.0,,1.0,0.0,0,0,Typhoon1,171,ΚΡΗΤΗ,107,10,Fall,35.450756,24.181858,NE,2.0
49,108.0,2019-10-12,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 3,ΠΑΡΑΛΊΑ ΚΑΛΥΒΙΑΝΉ,235.0,7.0,228.0,0.0,"35°31'9.20""N, 23°36'45.84""E",North,Mixed,14279.0,,574.0,,1.0,0.0,0,0,Typhoon1,172,ΚΡΗΤΗ,108,10,Fall,35.519222,23.612733,NE,5.0
,109.0,2019-10-12,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 4,ΠΑΡΑΛΊΑ ΒΙΓΓΛΙΆ,0.0,0.0,0.0,0.0,"35°30'46.23""N, 23°37'46.77""E",North,Sand,,215.0,,,0.0,1.0,1,1,Typhoon1,173,ΚΡΗΤΗ,109,10,Fall,35.512842,23.629658,NE,5.0
50,110.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 5,ΠΑΡΑΛΊΑ ΛΙΒΆΔΙΑ,0.0,0.0,0.0,0.0,"35°29'53.88""N, 23°39'59.70""E",North,Sand,,123.0,,,0.0,1.0,1,1,Typhoon1,174,ΚΡΗΤΗ,110,10,Fall,35.4983,23.666583,NE,3.0
,111.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 6,,0.0,0.0,0.0,0.0,"35°31'3.21""N, 23°43'25.12""E",North,Pebbles,,65.0,,,0.0,1.0,1,0,Typhoon1,175,ΚΡΗΤΗ,111,10,Fall,35.517558,23.723644,NE,3.0
,112.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 7,ΠΑΡΑΛΊΑ ΧΩΝΉΣ,0.0,0.0,0.0,0.0,"35°31'14.11""N, 23°43'23.73""E",North,Pebbles,,107.0,,,0.0,1.0,1,0,Typhoon1,176,ΚΡΗΤΗ,112,10,Fall,35.520586,23.723258,NE,3.0
,113.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 8,ΠΑΡΑΛΊΑ ΡΑΒΔΟΎΧΑ,0.0,0.0,0.0,0.0,"35°32'7.17""N, 23°43'29.94""E",North,Pebbles,,132.0,,,0.0,1.0,1,1,Typhoon1,177,ΚΡΗΤΗ,113,10,Fall,35.535325,23.724983,NE,3.0
,114.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 9,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΑΎΛΟΣ,0.0,0.0,0.0,0.0,"35°35'54.06""N, 23°42'39.42""E",North,Sand,,116.0,,,0.0,1.0,0,0,Typhoon1,178,ΚΡΗΤΗ,114,10,Fall,35.59835,23.71095,NE,3.0
,115.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 10,,0.0,0.0,0.0,0.0,"35°35'31.91""N, 23°36'6.37""E",North,Rocky,,60.0,,,0.0,1.0,0,0,Typhoon1,179,ΚΡΗΤΗ,115,10,Fall,35.592197,23.601769,NE,3.0
,116.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 11,,0.0,0.0,0.0,0.0,"35°34'51.01""N, 23°36'17.35""E",North,Rocky,,132.0,,,0.0,1.0,0,0,Typhoon1,180,ΚΡΗΤΗ,116,10,Fall,35.580836,23.604819,NE,3.0
,117.0,2019-10-13,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 12,,0.0,0.0,0.0,0.0,"35°38'23.71""N, 23°35'12.71""E",North,Rocky,,92.0,,,0.0,1.0,0,0,Typhoon1,181,ΚΡΗΤΗ,117,10,Fall,35.639919,23.586864,NE,3.0
50,118.0,2019-10-14,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 13,ΠΑΡΑΛΊΑ ΓΡΑΜΒΟΎΣΑ,0.0,0.0,0.0,0.0,"35°36'29.32""N, 23°34'46.02""E",West,Sand,,150.0,,,0.0,1.0,0,0,Typhoon1,182,ΚΡΗΤΗ,118,10,Fall,35.608144,23.57945,N,4.0
,119.0,2019-10-14,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 14,,837.0,47.0,790.0,0.0,"35°35'17.83""N, 23°35'35.20""E",West,Sand,2947.0,,206.0,,1.0,0.0,0,0,Typhoon1,183,ΚΡΗΤΗ,119,10,Fall,35.588286,23.593111,N,4.0
,120.0,2019-10-14,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 15,,20.0,5.0,15.0,0.0,"35°30'33.75""N, 23°34'6.95""E",West,Sand,1200.0,,42.0,,1.0,0.0,0,0,Typhoon1,184,ΚΡΗΤΗ,120,10,Fall,35.509375,23.568597,N,4.0
50,121.0,2019-10-15,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 16,ΠΑΡΑΛΊΑ ΦΑΛΆΣΑΡΝΑ,369.0,0.0,369.0,0.0,"35°29'33.31""N, 23°34'49.35""E",West,Sand,109316.0,,894.0,,1.0,0.0,1,1,Typhoon1,185,ΚΡΗΤΗ,121,10,Fall,35.492586,23.580375,NE,3.0
,122.0,2019-10-15,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 17,ΠΑΡΑΛΊΑ ΜΙΚΡΉ (ΡΟΖ ΆΜΜΟ),0.0,0.0,0.0,0.0,"35°28'36.70""N, 23°33'56.42""E",West,Sand,,245.0,,,0.0,1.0,1,1,Typhoon1,186,ΚΡΗΤΗ,122,10,Fall,35.476861,23.565672,NE,3.0
51,123.0,2019-10-16,ΧΑΝΙΆ ΠΑΡΑΛΊΑ 18,,323.0,0.0,323.0,0.0,"35°28'14.31""N, 23°33'51.39""E",West,Mixed,7600.0,,559.0,,1.0,0.0,1,1,Typhoon1,187,ΚΡΗΤΗ,123,10,Fall,35.470642,23.564275,NE,1.0
